Airline,month(2019),Source,Destination,Route,Duration,Total_Stops,Additional_Info,Price
Jet Airways,June,Delhi,Cochin,DEL → IDR → BOM → COK,1295,2,No info,13292
Air Asia,May,Delhi,Cochin,DEL → BLR → COK,330,1,No info,6751
Air India,May,Delhi,Cochin,DEL → BOM → COK,735,1,No info,8669
IndiGo,March,Delhi,Cochin,DEL → BOM → COK,485,1,No info,14871
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,300,1,In-flight meal not included,12898
SpiceJet,June,Banglore,Delhi,BLR → DEL,170,0,No check-in baggage included,3919
IndiGo,June,Chennai,Kolkata,MAA → CCU,140,0,No info,3597
Air India,March,Banglore,New Delhi,BLR → DEL,165,0,No info,10741
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,950,1,In-flight meal not included,11087
Jet Airways,June,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,No info,13292
GoAir,March,Banglore,New Delhi,BLR → DEL,175,0,No info,7631
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,520,1,No info,13731
IndiGo,April,Banglore,Delhi,BLR → DEL,170,0,No info,4591
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,375,1,No info,14848
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,630,1,No info,8266
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,1025,1,No info,13044
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,1280,1,In-flight meal not included,12898
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,335,1,No info,12242
IndiGo,May,Banglore,Delhi,BLR → DEL,170,0,No info,3943
Vistara,March,Kolkata,Banglore,CCU → DEL → BLR,1550,1,No info,11105
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,730,1,No info,14388
Jet Airways,May,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,No info,13014
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,510,1,No info,15411
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,1385,1,No info,16289
IndiGo,May,Delhi,Cochin,DEL → HYD → COK,560,1,No info,6442
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,475,1,In-flight meal not included,10844
Jet Airways,May,Mumbai,Hyderabad,BOM → HYD,90,0,No info,5678
IndiGo,April,Banglore,Delhi,BLR → DEL,170,0,No info,6906
SpiceJet,May,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,600,1,No info,14714
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,465,1,No info,14323
SpiceJet,April,Banglore,Delhi,BLR → DEL,175,0,No info,3971
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,1580,1,No info,8452
Vistara,April,Banglore,Delhi,BLR → DEL,160,0,No info,5403
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,660,1,No info,13727
Jet Airways,April,Banglore,Delhi,BLR → DEL,175,0,In-flight meal not included,5198
Vistara,June,Banglore,Delhi,BLR → DEL,165,0,No info,4878
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,1395,1,In-flight meal not included,12373
Multiple carriers,March,Delhi,Cochin,DEL → HYD → COK,540,1,In-flight meal not included,8552
Vistara,April,Delhi,Cochin,DEL → COK,190,0,No info,6741
Multiple carriers,April,Delhi,Cochin,DEL → BOM → COK,385,1,No info,6481
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,520,1,No info,7354
Air India,April,Banglore,Delhi,BLR → DEL,170,0,No info,5228
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,740,1,In-flight meal not included,10844
IndiGo,May,Delhi,Cochin,DEL → HYD → COK,320,1,No info,6347
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,585,1,In-flight meal not included,9663
IndiGo,April,Banglore,Delhi,BLR → DEL,175,0,No info,4823
SpiceJet,June,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,585,1,In-flight meal not included,9663
Jet Airways,April,Kolkata,Banglore,CCU → BOM → BLR,1495,1,In-flight meal not included,7064
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,715,1,In-flight meal not included,10262
Jet Airways,June,Delhi,Cochin,DEL → AMD → BOM → COK,1045,2,No info,15339
GoAir,April,Banglore,Delhi,BLR → DEL,170,0,No info,4937
IndiGo,June,Delhi,Cochin,DEL → HYD → COK,425,1,No info,6818
Jet Airways,April,Delhi,Cochin,DEL → BOM → COK,300,1,In-flight meal not included,5177
IndiGo,June,Chennai,Kolkata,MAA → CCU,145,0,No info,3858
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,910,1,No info,6795
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,705,1,No info,9736
Jet Airways,May,Banglore,Delhi,BLR → DEL,180,0,No info,7229
SpiceJet,April,Delhi,Cochin,DEL → BLR → COK,295,1,No info,4957
IndiGo,March,Banglore,New Delhi,BLR → DEL,165,0,No info,7648
SpiceJet,June,Kolkata,Banglore,CCU → BLR,150,0,No info,3873
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,585,1,No info,14388
IndiGo,March,Kolkata,Banglore,CCU → BLR,160,0,No info,5618
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,390,1,No info,7408
Air Asia,March,Delhi,Cochin,DEL → BLR → COK,330,1,No info,13774
Vistara,May,Banglore,Delhi,BLR → DEL,160,0,No info,4668
Air India,June,Delhi,Cochin,DEL → BOM → COK,925,1,No info,8669
IndiGo,June,Delhi,Cochin,DEL → BOM → COK,570,1,No info,6316
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,365,1,In-flight meal not included,12583
Vistara,March,Banglore,New Delhi,BLR → DEL,160,0,No info,7923
GoAir,March,Delhi,Cochin,DEL → BOM → COK,350,1,No info,7378
Vistara,June,Banglore,Delhi,BLR → DEL,165,0,No info,4878
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,1640,1,In-flight meal not included,10844
Jet Airways,April,Banglore,Delhi,BLR → DEL,180,0,No info,7229
SpiceJet,May,Delhi,Cochin,DEL → MAA → COK,315,1,No info,6297
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,960,1,In-flight meal not included,8529
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,420,1,No info,13727
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,540,1,No info,10197
SpiceJet,April,Kolkata,Banglore,CCU → BLR,140,0,No info,4911
IndiGo,March,Chennai,Kolkata,MAA → CCU,140,0,No info,6482
IndiGo,May,Kolkata,Banglore,CCU → HYD → BLR,265,1,No info,3717
IndiGo,June,Chennai,Kolkata,MAA → CCU,140,0,No info,3597
Jet Airways,April,Delhi,Cochin,DEL → BOM → COK,825,1,In-flight meal not included,5177
IndiGo,June,Delhi,Cochin,DEL → HYD → COK,835,1,No info,6442
Air India,March,Delhi,Cochin,DEL → BLR → COK,315,1,No info,5704
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,1155,1,In-flight meal not included,9663
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,450,1,No info,14714
Jet Airways,April,Delhi,Cochin,DEL → BOM → COK,540,1,In-flight meal not included,5406
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,1440,1,No info,8610
IndiGo,June,Banglore,Delhi,BLR → DEL,175,0,No info,4823
IndiGo,March,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2227
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,1280,1,In-flight meal not included,12373
Air India,June,Delhi,Cochin,DEL → BOM → COK,375,1,No info,8372
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,870,1,No info,17024
Air India,May,Mumbai,Hyderabad,BOM → HYD,80,0,No info,3100
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,775,1,In-flight meal not included,14053
IndiGo,May,Chennai,Kolkata,MAA → CCU,145,0,No info,3540
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,1350,1,No info,9345
Jet Airways,June,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,In-flight meal not included,10368
SpiceJet,March,Mumbai,Hyderabad,BOM → HYD,85,0,No info,5755
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,435,1,In-flight meal not included,7832
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,740,1,No info,14388
Air India,June,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,No info,8839
Vistara,May,Chennai,Kolkata,MAA → CCU,135,0,No info,3687
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,630,1,No info,9627
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,845,1,No info,13542
IndiGo,April,Banglore,Delhi,BLR → DEL,170,0,No info,4423
IndiGo,March,Delhi,Cochin,DEL → HYD → MAA → COK,985,2,No info,8899
SpiceJet,April,Delhi,Cochin,DEL → MAA → COK,315,1,No info,5583
Air Asia,May,Delhi,Cochin,DEL → BLR → COK,830,1,No info,6752
SpiceJet,May,Chennai,Kolkata,MAA → CCU,135,0,No check-in baggage included,3543
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,435,1,In-flight meal not included,7832
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,1655,1,In-flight meal not included,12898
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,300,1,In-flight meal not included,12898
GoAir,May,Banglore,Delhi,BLR → DEL,170,0,No info,3398
Air India,April,Delhi,Cochin,DEL → COK,170,0,No info,5201
Air India,June,Delhi,Cochin,DEL → BLR → COK,320,1,No info,7384
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,610,1,In-flight meal not included,10262
Jet Airways,March,Kolkata,Banglore,CCU → BOM → BLR,1655,1,In-flight meal not included,10031
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,575,1,In-flight meal not included,12384
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,1690,1,In-flight meal not included,7757
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,840,1,No info,17261
SpiceJet,March,Chennai,Kolkata,MAA → CCU,155,0,No info,7298
Jet Airways,April,Banglore,Delhi,BLR → DEL,175,0,No info,7229
IndiGo,April,Kolkata,Banglore,CCU → BLR,155,0,No info,4174
IndiGo,May,Kolkata,Banglore,CCU → MAA → BLR,280,1,No info,5699
Air India,April,Kolkata,Banglore,CCU → BLR,150,0,No info,4880
Air India,March,Delhi,Cochin,DEL → BOM → COK,675,1,No info,15284
Jet Airways,March,Kolkata,Banglore,CCU → BOM → BLR,475,1,No info,13759
Vistara,March,Kolkata,Banglore,CCU → DEL → BLR,530,1,No info,16092
IndiGo,March,Mumbai,Hyderabad,BOM → HYD,85,0,No info,4392
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,940,1,In-flight meal not included,10262
SpiceJet,June,Kolkata,Banglore,CCU → BLR,155,0,No check-in baggage included,3841
GoAir,June,Banglore,Delhi,BLR → DEL,175,0,No info,5048
Air India,May,Kolkata,Banglore,CCU → DEL → BLR,805,1,No info,11096
IndiGo,April,Delhi,Cochin,DEL → HYD → COK,275,1,No info,5073
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,1110,1,No info,19828
Vistara,March,Chennai,Kolkata,MAA → CCU,135,0,No info,3739
Air India,March,Delhi,Cochin,DEL → AMD → BOM → COK,2295,2,No info,10598
Jet Airways,June,Banglore,Delhi,BLR → DEL,185,0,In-flight meal not included,7229
Vistara,April,Kolkata,Banglore,CCU → DEL → BLR,1550,1,No info,8610
Vistara,May,Delhi,Cochin,DEL → COK,190,0,No info,6216
Air India,June,Banglore,Delhi,BLR → DEL,170,0,No info,6961
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,690,1,In-flight meal not included,10703
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,395,1,No info,14151
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,1655,1,In-flight meal not included,8586
IndiGo,April,Kolkata,Banglore,CCU → BLR,155,0,No info,4488
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,450,1,No info,7408
Jet Airways,April,Delhi,Cochin,DEL → COK,195,0,In-flight meal not included,5443
Jet Airways,June,Kolkata,Banglore,CCU → DEL → BLR,575,1,In-flight meal not included,10539
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,750,1,No info,7723
Multiple carriers,March,Delhi,Cochin,DEL → BOM → COK,680,1,No info,15411
Jet Airways,May,Banglore,Delhi,BLR → DEL,180,0,No info,7229
IndiGo,June,Kolkata,Banglore,CCU → BLR,155,0,No info,4804
Jet Airways,March,Mumbai,Hyderabad,BOM → HYD,90,0,In-flight meal not included,4050
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,1570,1,No info,14151
SpiceJet,April,Delhi,Cochin,DEL → BLR → COK,295,1,No info,4957
Air India,March,Banglore,New Delhi,BLR → DEL,165,0,No info,7591
Jet Airways,March,Kolkata,Banglore,CCU → BOM → BLR,520,1,In-flight meal not included,11134
IndiGo,May,Delhi,Cochin,DEL → HYD → COK,425,1,No info,6600
Air India,March,Banglore,New Delhi,BLR → DEL,165,0,No info,4966
SpiceJet,March,Kolkata,Banglore,CCU → BLR,140,0,No info,5515
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,660,1,No info,14714
GoAir,June,Delhi,Cochin,DEL → BOM → COK,540,1,No info,4959
Jet Airways,April,Banglore,Delhi,BLR → DEL,175,0,No info,7229
Air India,May,Delhi,Cochin,DEL → COK,185,0,No info,6094
Air Asia,April,Kolkata,Banglore,CCU → BLR,155,0,No info,4409
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,780,1,No info,9794
Jet Airways,April,Mumbai,Hyderabad,BOM → HYD,85,0,No info,5678
IndiGo,June,Delhi,Cochin,DEL → HYD → COK,455,1,No info,6442
Vistara,May,Banglore,Delhi,BLR → DEL,160,0,No info,4878
Jet Airways,March,Kolkata,Banglore,CCU → BOM → BLR,775,1,In-flight meal not included,12446
Jet Airways,May,Delhi,Cochin,DEL → AMD → BOM → COK,1760,2,No info,16704
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,300,1,In-flight meal not included,9134
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,520,1,In-flight meal not included,8586
Jet Airways,June,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,7229
Jet Airways,April,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,6144
Air India,May,Banglore,Delhi,BLR → DEL,165,0,No info,6961
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,730,1,In-flight meal not included,10844
IndiGo,May,Chennai,Kolkata,MAA → CCU,140,0,No info,3597
Jet Airways,June,Delhi,Cochin,DEL → JAI → BOM → COK,1615,2,In-flight meal not included,10368
Air India,April,Delhi,Cochin,DEL → MAA → COK,765,1,No info,5117
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,455,1,No info,9211
SpiceJet,April,Kolkata,Banglore,CCU → BLR,150,0,No info,4174
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,705,1,No info,10786
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,1420,1,In-flight meal not included,9134
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,590,1,In-flight meal not included,10844
Air Asia,April,Kolkata,Banglore,CCU → BLR,150,0,No info,3807
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,1315,1,In-flight meal not included,9663
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,1570,1,In-flight meal not included,12373
SpiceJet,May,Banglore,Delhi,BLR → DEL,175,0,No info,4991
Air India,March,Delhi,Cochin,DEL → BOM → COK,1215,1,No info,6745
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,1210,1,In-flight meal not included,10262
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,655,1,In-flight meal not included,6540
SpiceJet,April,Kolkata,Banglore,CCU → BLR,150,0,No info,3873
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,1270,1,No info,15554
IndiGo,May,Kolkata,Banglore,CCU → BLR,155,0,No info,4804
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,1240,1,In-flight meal not included,7438
Air Asia,May,Banglore,Delhi,BLR → DEL,170,0,No info,6181
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,390,1,No info,9424
SpiceJet,June,Banglore,Delhi,BLR → DEL,175,0,No info,3971
Jet Airways,June,Kolkata,Banglore,CCU → DEL → BLR,1080,1,No info,12692
IndiGo,March,Delhi,Cochin,DEL → HYD → COK,480,1,No info,7451
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,525,1,No info,13817
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,750,1,In-flight meal not included,10703
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,800,1,No info,13817
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,450,1,No info,13941
IndiGo,May,Kolkata,Banglore,CCU → BLR,155,0,No info,4804
Air Asia,June,Kolkata,Banglore,CCU → DEL → BLR,720,1,No info,6810
Jet Airways,May,Banglore,Delhi,BLR → DEL,180,0,In-flight meal not included,5198
Vistara,May,Banglore,Delhi,BLR → DEL,170,0,No info,5613
IndiGo,March,Mumbai,Hyderabad,BOM → HYD,85,0,No info,4784
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,1385,1,In-flight meal not included,5406
Air India,April,Banglore,Delhi,BLR → DEL,170,0,No info,5228
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,1325,1,In-flight meal not included,12898
Air India,June,Chennai,Kolkata,MAA → CCU,135,0,No info,4667
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,345,1,No info,14781
Vistara,April,Banglore,Delhi,BLR → DEL,170,0,No info,5403
Jet Airways,June,Kolkata,Banglore,CCU → BOM → BLR,570,1,In-flight meal not included,9899
Jet Airways,May,Delhi,Cochin,DEL → JAI → BOM → COK,535,2,In-flight meal not included,13029
Vistara,May,Kolkata,Banglore,CCU → DEL → BLR,1065,1,No info,9187
IndiGo,May,Banglore,Delhi,BLR → DEL,170,0,No info,4823
IndiGo,March,Delhi,Cochin,DEL → BOM → COK,755,1,No info,14871
IndiGo,June,Mumbai,Hyderabad,BOM → HYD,90,0,No info,4049
Air India,June,Chennai,Kolkata,MAA → CCU,135,0,No info,4667
IndiGo,April,Kolkata,Banglore,CCU → BBI → BLR,235,1,No info,4226
Air India,March,Banglore,New Delhi,BLR → DEL,165,0,No info,7591
Jet Airways,March,Banglore,New Delhi,BLR → BOM → DEL,450,1,No info,19225
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,1040,1,In-flight meal not included,12898
IndiGo,June,Mumbai,Hyderabad,BOM → HYD,90,0,No info,2754
SpiceJet,May,Mumbai,Hyderabad,BOM → HYD,90,0,No check-in baggage included,1965
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,675,1,No info,14533
Vistara,June,Banglore,Delhi,BLR → DEL,170,0,No info,4668
Jet Airways,April,Delhi,Cochin,DEL → BOM → COK,1145,1,No info,11822
Jet Airways,March,Delhi,Cochin,DEL → BOM → COK,395,1,In-flight meal not included,6017
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,450,1,No info,14714
SpiceJet,June,Chennai,Kolkata,MAA → CCU,135,0,No info,3597
Air Asia,April,Banglore,Delhi,BLR → DEL,165,0,No info,3383
Vistara,April,Banglore,Delhi,BLR → DEL,170,0,No info,5403
Air India,March,Delhi,Cochin,DEL → AMD → BOM → COK,1595,2,No info,14221
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,775,1,In-flight meal not included,8586
IndiGo,June,Mumbai,Hyderabad,BOM → HYD,90,0,No info,4049
Jet Airways,June,Delhi,Cochin,DEL → BOM → COK,520,1,In-flight meal not included,10262
Multiple carriers,May,Delhi,Cochin,DEL → BOM → COK,840,1,No info,7888
Air India,March,Delhi,Cochin,DEL → AMD → BOM → COK,1410,2,No info,8236
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,1330,1,In-flight meal not included,8586
IndiGo,May,Kolkata,Banglore,CCU → MAA → BLR,290,1,No info,5279
GoAir,June,Banglore,Delhi,BLR → DEL,165,0,No info,3419
Jet Airways,June,Delhi,Cochin,DEL → IDR → BOM → COK,810,2,No info,13292
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,800,1,No info,13067
IndiGo,May,Chennai,Kolkata,MAA → CCU,140,0,No info,3597
Jet Airways,May,Delhi,Cochin,DEL → BOM → COK,715,1,No info,15554
IndiGo,May,Delhi,Cochin,DEL → BLR → COK,310,1,No info,6027
Jet Airways,May,Kolkata,Banglore,CCU → BOM → BLR,705,1,No info,14781
IndiGo,May,Banglore,Delhi,BLR → DEL,180,0,No info,3943
IndiGo,March,Chennai,Kolkata,MAA → CCU,140,0,No info,4326
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,645,1,No info,8937
Air India,March,Chennai,Kolkata,MAA → CCU,135,0,No info,3670
IndiGo,June,Banglore,Delhi,BLR → DEL,175,0,No info,4823
Jet Airways,April,Mumbai,Hyderabad,BOM → HYD,90,0,In-flight meal not included,2071
Multiple carriers,June,Delhi,Cochin,DEL → HYD → COK,455,1,In-flight meal not included,6093
Vistara,March,Kolkata,Banglore,CCU → DEL → BLR,1595,1,No info,11682
Jet Airways,May,Kolkata,Banglore,CCU → DEL → BLR,1285,1,No info,13067
IndiGo,May,Delhi,Cochin,DEL → HYD → COK,515,1,No info,7514
Multiple carriers,April,Delhi,Cochin,DEL → BOM → COK,510,1,No info,6838
IndiGo,March,Chennai,Kolkata,MAA → CCU,135,0,No info,3858
Multiple carriers,June,Delhi,Cochin,DEL → BOM → COK,760,1,No info,6795
